Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S
C23	56	89.18	2) medium quality	89.18	0	0	Bacteroidales	order	0.978	Bacteroidales bacterium H8	species	0.634	8213	2.17	8.59	329	32553	1736	30	0	0	0
C23	65	64.71	2) medium quality	72.96	1.65	36	Enterobacteriaceae	family	0.785	Enterobacteriaceae	family	0.523	3084	3.5	5.54	1319	21210	3586	28	0	0	0
C23	66	56.29	2) medium quality	59.79	0.7	0	Life	life	0.664	Unclassified	Unclassified	0.276	3939	0.8	6.96	257	19148	648	23	0	0	0
C23	73	82.64	2) medium quality	86.89	0.85	0	uncultured bacterium	species	0.742	uncultured bacterium	species	0.625	6267	1.79	10.43	393	32410	1596	28	0	0	0
C23	85	68.8	2) medium quality	72.85	0.81	0	Life	life	0.66	Unclassified	Unclassified	0.146	6540	0.97	10.82	196	39531	729	15	0	0	0
C23	bin.12	95.26	3) high quality Nayfach	95.26	0	0	Ruminococcaceae bacterium	species	0.932	Ruminococcaceae bacterium	species	0.932	17357	1.96	12.31	164	75244	1810	17	0	0	1
C23	bin.22	53.1	2) medium quality	75.85	4.55	0	Clostridiales	order	0.746	Clostridiales bacterium	species	0.289	7177	2.28	7.6	356	44475	1935	20	0	0	0
C23	bin.25	95.97	3) high quality Nayfach	95.97	0	0	Christensenellaceae bacterium Phil1	species	0.997	Christensenellaceae bacterium Phil1	species	0.997	31323	2	17	99	111181	1845	38	0	0	0
C23	bin.30	80.39	2) medium quality	83.89	0.7	0	Clostridiales bacterium	species	0.994	Clostridiales bacterium	species	0.994	13074	1.38	11.9	139	38165	1219	37	0	0	0
C23	bin.39	61.1	2) medium quality	64.8	0.74	0	Firmicutes	phylum	0.884	Lachnospiraceae bacterium	species	0.388	6186	1.83	7.15	333	23987	1562	10	0	0	0
C23	maxbin.003_sub	-159.24	0) really bad	88.01	49.45	89.8	Prevotella	genus	0.809	Prevotella copri DSM 18205	strain	0.408	13269	5.02	42.92	654	94643	3910	52	1	6	1
C23	maxbin.006	84.04	4) high quality Bowers	95.94	2.38	10	Bacteroides sp. CAG:709	species	0.836	Bacteroides sp. CAG:709	species	0.836	44178	3.3	19.27	207	120913	2660	61	1	11	3
C23	maxbin.016_sub	66.09	2) medium quality	85.79	3.94	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.848	Unclassified	Unclassified	0.848	25424	2.05	10.32	223	87836	1623	25	0	0	0
C23	unbinned	-32398.45	0) really bad	100	6499.69	3.08	Bacteria	superkingdom	0.662	Unclassified	Unclassified	0.309	1430	226.19	0	459884	85770	0	1856	68	57	95
C24	11	93.33	2) medium quality	98.08	0.95	11.11	Clostridiales	order	0.671	Clostridium sp. OF10-22XD	species	0.163	9363	3.99	12.53	597	61582	3781	33	0	0	0
C24	12	49.08	2) medium quality	69.23	4.03	36.11	Haemophilus parainfluenzae	species	0.675	Haemophilus parainfluenzae T3T1	strain	0.375	2191	1.34	6.65	672	10821	1127	10	0	0	1
C24	28	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.921	Succinatimonas sp. CAG:777	species	0.566	28223	2.3	30.23	122	121740	1978	45	0	0	0
C24	30	38.74	2) medium quality	62.14	4.68	7.69	Sutterella	genus	0.784	Sutterella sp. 63_29	species	0.298	1765	1.27	4.49	719	17805	1339	22	0	0	1
C24	34	38.28	1) low quality	43.53	1.05	0	Clostridiales	order	0.924	Eubacterium sp. CAG:251	species	0.522	1786	0.76	4.99	433	5596	518	6	0	0	0
C24	9	34.09	1) low quality	34.39	0.06	0	Ruminococcaceae bacterium	species	0.922	Ruminococcaceae bacterium	species	0.922	1771	0.76	4.47	439	6626	716	3	0	0	0
C24	unbinned	-13392.15	0) really bad	100	2698.43	5.27	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.137	1687	100.53	18.5	209054	343426	0	838	35	35	48
C25	3	86.95	2) medium quality	91.4	0.89	0	Ruminococcaceae bacterium	species	0.905	Ruminococcaceae bacterium	species	0.905	4584	1.87	8.16	496	22408	1734	17	0	0	2
C25	5	91.52	2) medium quality	95.77	0.85	50	Ruminococcaceae bacterium	species	0.992	Ruminococcaceae bacterium	species	0.992	9471	2.34	16.27	317	41805	1989	32	0	0	0
C25	67	62.53	2) medium quality	63.38	0.17	0	Clostridiales	order	0.699	Lachnospiraceae bacterium	species	0.459	4296	1.68	6.69	439	14956	1473	7	0	0	0
C25	69	75.17	2) medium quality	75.17	0	0	Clostridiales	order	0.951	Eubacterium sp. CAG:251	species	0.551	2371	1.26	6.98	577	12140	956	9	0	0	0
C25	71	96.96	3) high quality Nayfach	98.66	0.34	0	Ruminococcaceae bacterium	species	0.732	Ruminococcaceae bacterium	species	0.732	50406	2.29	48.8	95	131557	2128	40	1	0	2
C25	76_sub	23.27	0) really bad	86.52	12.65	27.5	Clostridiales	order	0.722	Clostridiaceae bacterium	species	0.556	3901	2.79	7.61	801	18845	2549	15	0	0	0
C25	bin.11	91.06	3) high quality Nayfach	96.66	1.12	33.33	Alistipes putredinis	species	0.913	Alistipes putredinis	species	0.913	60130	2.1	42.42	62	120901	1862	33	0	0	0
C25	bin.12	67.89	2) medium quality	70.99	0.62	0	Sutterellaceae	family	0.705	Sutterellaceae	family	0.304	5942	1.55	6.19	288	17789	1533	21	0	0	0
C25	bin.16	67.1	2) medium quality	70.45	0.67	0	Ruminococcaceae	family	0.664	Unclassified	Unclassified	0.497	9518	1.52	8.5	201	47801	1433	30	0	0	2
C25	bin.29	85	3) high quality Nayfach	91.7	1.34	0	Clostridium sp. CAG:138	species	1	Clostridium sp. CAG:138	species	1	54842	1.95	20.82	52	113330	1704	39	0	0	0
C25	bin.3	89.81	3) high quality Nayfach	97.41	1.52	0	Prevotella copri DSM 18205	strain	0.932	Prevotella copri DSM 18205	strain	0.932	56092	3.6	40.95	96	149225	2879	54	0	0	0
C25	bin.30_sub	75.99	2) medium quality	86.89	2.18	100	Clostridiales bacterium	species	0.849	Clostridiales bacterium	species	0.849	31234	1.86	12.97	82	102411	1712	27	1	0	0
C25	bin.37	94.43	3) high quality Nayfach	99.28	0.97	50	[Eubacterium] rectale	species	0.936	[Eubacterium] rectale DSM 17629	strain	0.51	107263	3.01	55.47	57	235549	2758	38	0	0	0
C25	bin.4	86.31	3) high quality Nayfach	94.36	1.61	0	Firmicutes	phylum	0.675	Firmicutes bacterium CAG_194_44_15	species	0.388	14108	2.36	11.8	218	50354	2056	20	0	0	0
C25	bin.7	87.42	2) medium quality	89.37	0.39	14.29	Escherichia coli	species	0.782	Escherichia coli	species	0.782	11128	3.88	8.41	461	64957	3652	33	0	0	0
C25	maxbin.005	75.01	3) high quality Nayfach	94.36	3.87	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.713	Unclassified	Unclassified	0.713	32218	2.63	22.38	163	108898	2395	32	0	0	2
C25	maxbin.040	79.68	2) medium quality	79.68	0	0	Clostridiales bacterium	species	0.887	Clostridiales bacterium	species	0.887	3427	1.55	6.1	558	12548	1288	9	0	0	0
C25	unbinned	-24596.1	0) really bad	100	4939.22	4.28	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.136	2047	198.47	6.66	324676	93958	0	1528	44	48	63
C26	15	88.14	2) medium quality	88.79	0.13	0	Porphyromonadaceae bacterium UBA7572	species	0.771	Unclassified	Unclassified	0.565	5758	2.52	12.16	559	20948	1896	26	0	0	0
C26	2_sub	54.2	2) medium quality	69.5	3.06	25	Clostridia	class	0.673	Unclassified	Unclassified	0.389	3136	1.37	6.32	503	14126	1377	21	0	0	0
C26	33	41.49	1) low quality	41.94	0.09	0	uncultured bacterium	species	0.908	uncultured bacterium	species	0.908	1597	0.73	4.9	455	5565	580	1	0	0	0
C26	38	44.73	2) medium quality	56.33	2.32	50	Clostridiales bacterium	species	0.677	Clostridiales bacterium	species	0.677	2692	1.31	5.9	565	8653	1111	6	0	0	0
C26	48	79.85	2) medium quality	82.1	0.45	0	Catabacter sp. UBA7571	species	0.724	Unclassified	Unclassified	0.491	6490	1.53	10.11	301	24998	1244	26	0	0	0
C26	49	71.9	2) medium quality	83.15	2.25	0	Life	life	0.665	Unclassified	Unclassified	0.256	3548	1.71	7.11	582	14953	1467	16	0	0	0
C26	62	84.32	2) medium quality	85.17	0.17	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.768	Unclassified	Unclassified	0.768	7144	2.02	7.4	409	26114	1641	26	1	0	1
C26	68	18.98	2) medium quality	51.43	6.49	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.795	Unclassified	Unclassified	0.795	1973	1	6.04	513	12021	730	0	0	0	0
C26	75	91.49	2) medium quality	91.49	0	0	Bacteroidales	order	0.976	Bacteroidales bacterium H8	species	0.499	9922	2.26	12.4	320	35836	1801	30	0	0	0
C26	86	86.93	3) high quality Nayfach	96.43	1.9	0	Bacteroides sp. CAG:709	species	0.729	Unclassified	Unclassified	0.518	66736	3.2	32.27	104	130417	2527	43	0	0	0
C26	88	87.61	2) medium quality	93.01	1.08	0	Proteobacteria	phylum	0.669	uncultured proteobacterium	species	0.379	7976	1.32	14.58	241	25871	1229	32	1	0	0
C26	89	67.05	2) medium quality	77.4	2.07	50	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.702	Unclassified	Unclassified	0.702	3031	1.95	5.65	743	24649	1930	24	0	0	0
C26	bin.11	90.02	3) high quality Nayfach	93.12	0.62	0	Sutterella sp.	species	0.678	Sutterella sp.	species	0.678	14835	1.84	9	171	44199	1703	33	0	0	0
C26	bin.19	94.98	3) high quality Nayfach	99.38	0.88	50	Succinatimonas	genus	0.944	Succinatimonas sp. UBA2849	species	0.532	22983	2.17	28.88	138	94495	1868	38	0	0	0
C26	bin.27	96.56	3) high quality Nayfach	96.56	0	0	Elusimicrobia	phylum	0.966	Elusimicrobia bacterium UBA5880	species	0.56	14342	1.42	16.58	122	46899	1322	35	0	0	0
C26	bin.34	78.47	2) medium quality	81.82	0.67	0	Clostridiales	order	0.739	Clostridiales bacterium UBA6386	species	0.58	7486	1.78	8.54	275	21913	1583	19	0	0	0
C26	bin.39	95.97	3) high quality Nayfach	95.97	0	0	Christensenellaceae bacterium Phil1	species	0.975	Christensenellaceae bacterium Phil1	species	0.975	13290	2.01	11.96	191	60244	1868	28	1	0	0
C26	bin.4	84.2	3) high quality Nayfach	90	1.16	75	uncultured Clostridiales bacterium	species	0.781	uncultured Clostridiales bacterium	species	0.781	13087	1.57	15.69	162	43019	1491	27	0	0	0
C26	maxbin.001_sub	33.45	0) really bad	87.1	10.73	53.42	Prevotella	genus	0.755	Prevotella sp. AM23-5	species	0.361	13129	3.96	71.01	600	75587	3215	37	4	9	3
C26	unbinned	-34513.9	0) really bad	100	6922.78	2.75	Bacteria	superkingdom	0.662	Unclassified	Unclassified	0.344	1330	212.1	0	443325	76450	0	1903	64	78	102
C27	21	64.4	2) medium quality	82.15	3.55	42.86	Life	life	0.665	Unclassified	Unclassified	0.2	4192	1.72	6.62	471	17707	1665	20	0	0	0
C27	23	90.42	3) high quality Nayfach	94.87	0.89	0	Clostridium sp. CAG:413	species	0.994	Clostridium sp. CAG:413	species	0.994	15440	2.16	14.04	199	52928	1920	24	0	0	0
C27	27_sub	13.57	1) low quality	37.52	4.79	0	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.286	3459	1.71	9.43	497	42845	1770	14	0	0	0
C27	38	79.34	2) medium quality	86.34	1.4	50	Clostridiales bacterium	species	0.899	Clostridiales bacterium	species	0.899	6418	1.46	12.25	298	31413	1306	30	0	0	0
C27	63	77.36	2) medium quality	84.06	1.34	0	[Eubacterium] siraeum	species	0.822	[Eubacterium] siraeum V10Sc8a	strain	0.554	3505	2.15	7.16	747	14187	1822	9	0	0	0
C27	7_sub	50.23	2) medium quality	68.38	3.63	14.29	uncultured bacterium	species	0.829	uncultured bacterium	species	0.829	6142	2.76	9.28	536	34085	2156	38	1	1	0
C27	72_sub	41.91	2) medium quality	53.51	2.32	40	Klebsiella	genus	0.757	Klebsiella	genus	0.757	1684	2.51	4.62	1517	6170	2814	7	0	0	1
C27	74	71.48	2) medium quality	88.13	3.33	87.5	Oribacterium sp.	species	0.686	Oribacterium sp.	species	0.686	4003	2.09	8.26	641	17980	1845	18	0	0	0
C27	75	75.42	2) medium quality	85.62	2.04	0	Akkermansia muciniphila	species	0.771	Akkermansia muciniphila	species	0.771	4205	2.37	5.73	700	16835	2354	32	0	0	0
C27	85_sub	49.85	2) medium quality	63.85	2.8	22.22	Clostridia bacterium	species	0.666	Clostridia bacterium	species	0.666	1921	1.11	5.68	596	7088	1129	4	0	0	0
C27	bin.10	94.76	3) high quality Nayfach	95.56	0.16	100	Christensenellaceae bacterium Phil1	species	0.906	Christensenellaceae bacterium Phil1	species	0.906	20737	1.73	13.93	113	67154	1624	33	0	0	0
C27	bin.17	96.5	3) high quality Nayfach	96.5	0	0	Clostridiales	order	0.689	Lachnospiraceae bacterium	species	0.185	100479	1.82	128.6	25	304061	1723	46	0	0	0
C27	bin.18	81.18	2) medium quality	87.58	1.28	33.33	Sutterella	genus	0.727	Sutterella sp.	species	0.386	9645	1.72	7.78	224	37167	1554	31	0	0	0
C27	bin.20	85.11	2) medium quality	88.51	0.68	0	Bacteria	superkingdom	0.679	uncultured bacterium	species	0.233	59031	2.17	33.98	58	126489	1717	46	0	0	0
C27	bin.22	88.55	3) high quality Nayfach	94.25	1.14	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.757	Unclassified	Unclassified	0.757	45151	2.1	76.01	81	166519	1865	43	0	0	0
C27	bin.25_sub	79.49	2) medium quality	79.49	0	0	Treponema succinifaciens DSM 2489	strain	0.945	Treponema succinifaciens DSM 2489	strain	0.945	6976	1.64	11.53	267	40471	1448	26	0	0	0
C27	bin.26	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	1	Ruminococcaceae bacterium	species	1	26468	2.07	23.6	123	71530	1881	37	0	0	0
C27	bin.32	93.19	3) high quality Nayfach	95.09	0.38	100	Prevotella sp. CAG:873	species	1	Prevotella sp. CAG:873	species	1	19361	2.26	15.33	159	47139	1800	38	0	0	0
C27	bin.4	49.23	2) medium quality	80.38	6.23	14.29	uncultured bacterium	species	0.972	uncultured bacterium	species	0.972	27015	2.05	13.69	126	74596	1657	40	0	0	0
C27	bin.42	97.85	3) high quality Nayfach	97.85	0	0	Bacteroidales	order	0.694	Bacteroidales bacterium UBA3389	species	0.649	38737	2.07	16.74	82	140982	1770	35	0	0	0
C27	bin.5	95.56	3) high quality Nayfach	95.56	0	0	Life	life	0.691	Methanomassiliicoccaceae archaeon UBA113	species	0.163	24477	1.4	12.15	84	68456	1410	35	0	1	1
C27	bin.6	78.8	2) medium quality	84.95	1.23	66.67	uncultured Clostridiales bacterium	species	0.779	uncultured Clostridiales bacterium	species	0.779	10549	1.5	18.33	179	30504	1414	21	0	0	1
C27	bin.9	85.12	2) medium quality	86.32	0.24	0	Bacteroides sp. CAG:1060	species	0.88	Bacteroides sp. CAG:1060	species	0.88	12185	1.73	10.41	186	39232	1485	27	0	0	0
C27	maxbin.002	77.37	4) high quality Bowers	91.27	2.78	28.57	Bacteroidales	order	0.77	Unclassified	Unclassified	0.416	26310	3.39	77.08	343	122825	2675	43	5	16	5
C27	maxbin.005	87.32	3) high quality Nayfach	97.82	2.1	0	Treponema sp. UBA7590	species	0.762	Treponema sp. UBA7590	species	0.762	23782	2.4	32.7	185	64104	2108	39	0	0	0
C27	maxbin.025_sub	66.62	2) medium quality	92.17	5.11	0	Bacteroidales	order	0.67	Bacteroidales bacterium UBA4621	species	0.487	6335	2.69	9.83	670	43601	2330	39	0	1	0
C27	unbinned	-29557.15	0) really bad	100	5931.43	3.23	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.354	1264	208.02	0	445045	58001	0	1737	64	65	71
C28	16	87.53	3) high quality Nayfach	96.43	1.78	0	Prevotella sp.	species	0.866	Prevotella sp.	species	0.866	31704	2.61	19.02	153	86225	2029	40	0	0	0
C28	17	96.84	3) high quality Nayfach	96.84	0	0	Prevotellaceae bacterium	species	0.99	Prevotellaceae bacterium	species	0.99	19296	2.71	34.67	215	87668	2085	35	0	0	0
C28	29	76.42	2) medium quality	80.17	0.75	50	Bacteroidales	order	0.954	Bacteroidales bacterium H8	species	0.617	3678	1.92	6.47	617	38753	1606	17	0	0	0
C28	32	76.67	3) high quality Nayfach	93.47	3.36	38.1	Prevotella sp. CAG:1092	species	0.908	Prevotella sp. CAG:1092	species	0.908	12822	2.71	23.13	310	50637	2104	26	0	0	0
C28	36	78.19	2) medium quality	79.64	0.29	0	Clostridiales	order	0.665	Ruminococcaceae bacterium	species	0.466	3164	1.47	7.8	538	16268	1229	8	0	0	0
C28	49	76.29	2) medium quality	89.84	2.71	46.15	Bacteroidales	order	0.666	Unclassified	Unclassified	0.274	6489	2.92	11.45	561	21452	2224	24	0	0	0
C28	8	83.66	2) medium quality	88.71	1.01	50	Butyrivibrio	genus	0.82	Butyrivibrio crossotus	species	0.644	7749	2.32	13	415	38327	2191	23	0	0	0
C28	bin.20	92.48	3) high quality Nayfach	92.48	0	0	Clostridiales	order	0.772	Clostridiales bacterium UBA6386	species	0.659	11783	2.02	9.92	218	37872	1808	34	0	0	0
C28	bin.7	90.35	2) medium quality	94.75	0.88	0	Succinatimonas	genus	0.871	Succinatimonas sp. UBA2849	species	0.491	7410	1.81	13.49	282	26123	1530	20	0	0	0
C28	maxbin.018_sub	61.99	2) medium quality	68.24	1.25	0	Clostridiales	order	0.766	Ruminococcaceae bacterium	species	0.601	2307	1.12	7.3	532	12675	820	1	0	0	0
C28	unbinned	-17661.15	0) really bad	100	3552.23	5.25	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.178	1615	130.86	12.32	264897	97300	0	1058	36	43	61
C29	1	87.79	2) medium quality	89.49	0.34	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.754	Unclassified	Unclassified	0.754	14285	1.81	19.68	166	71112	1717	28	0	0	0
C29	11	50.61	2) medium quality	57.61	1.4	66.67	Clostridiales bacterium UBA4693	species	0.792	Clostridiales bacterium UBA4693	species	0.792	2465	1.17	5.65	531	10396	1179	4	0	0	0
C29	19	32.05	2) medium quality	64.75	6.54	40	Clostridiales bacterium UBA5901	species	0.784	Unclassified	Unclassified	0.581	4922	2.3	12.6	550	35595	2195	15	0	0	0
C29	22	68.03	2) medium quality	70.03	0.4	0	Life	life	0.667	Unclassified	Unclassified	0.346	3119	0.78	7.7	290	9728	618	12	0	0	0
C29	29	71.38	2) medium quality	72.18	0.16	0	Methanomassiliicoccales archaeon Mx-06	species	0.836	Methanomassiliicoccales archaeon Mx-06	species	0.836	2444	1.39	5.45	630	10011	1698	26	0	0	0
C29	38_sub	87.39	3) high quality Nayfach	92.64	1.05	50	Clostridiales bacterium	species	0.945	Clostridiales bacterium	species	0.945	87953	1.58	77.02	52	165145	1404	45	0	1	1
C29	39_sub	45.86	2) medium quality	56.16	2.06	60	Clostridiales	order	0.67	Ruminococcaceae bacterium	species	0.556	1831	1.19	7.12	650	12242	928	3	0	0	0
C29	50_sub	70.12	3) high quality Nayfach	91.57	4.29	0	Bacteroides sp. CAG:1060	species	0.779	Bacteroides sp. CAG:1060	species	0.779	20017	2.09	17.85	159	62504	1799	39	1	0	1
C29	51	81.87	2) medium quality	90.27	1.68	25	Ruminococcaceae	family	0.705	Ruminococcaceae bacterium	species	0.465	6102	1.57	11.6	334	27846	1392	13	0	0	1
C29	55_sub	79.64	2) medium quality	93.19	2.71	0	Sutterellaceae	family	0.698	Sutterella sp.	species	0.308	6019	1.84	7.65	391	36836	1687	32	0	0	0
C29	56	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	0.963	Ruminococcaceae bacterium	species	0.963	21940	2.18	19	152	50821	1991	32	0	0	1
C29	65	74.17	2) medium quality	89.42	3.05	50	Clostridium sp. CAG:138	species	0.97	Clostridium sp. CAG:138	species	0.97	3711	1.6	6.64	523	17107	1490	23	0	0	0
C29	78	65.56	2) medium quality	70.26	0.94	0	Sutterella	genus	0.92	Sutterella sp.	species	0.605	2473	1.39	5.18	628	7765	1429	16	0	0	0
C29	8	95.63	2) medium quality	96.63	0.2	0	Elusimicrobia	phylum	0.932	Elusimicrobia bacterium UBA5880	species	0.486	7665	1.41	11.02	265	40590	1283	34	0	0	0
C29	bin.14	80.92	3) high quality Nayfach	91.62	2.14	12.5	Bacteroides sp. CAG:709	species	0.83	Unclassified	Unclassified	0.585	32370	2.93	20.46	132	102229	2328	38	0	0	0
C29	bin.23_sub	79.56	2) medium quality	89.86	2.06	25	uncultured bacterium	species	0.928	uncultured bacterium	species	0.928	24140	3.56	27.8	217	58545	2541	41	0	0	0
C29	bin.35	99.33	3) high quality Nayfach	99.33	0	0	Butyrivibrio crossotus	species	0.891	Butyrivibrio crossotus	species	0.891	30322	2.14	28.2	96	112098	2062	34	0	0	0
C29	bin.39	13.23	1) low quality	22.68	1.89	0	Firmicutes	phylum	0.672	Unclassified	Unclassified	0.105	3655	0.23	8.83	62	8570	198	0	0	0	0
C29	bin.41	85.32	3) high quality Nayfach	91.27	1.19	33.33	Alistipes sp. CAG:514	species	0.773	Unclassified	Unclassified	0.462	44346	3.1	42.73	97	173858	2391	38	0	0	0
C29	bin.6	89.96	3) high quality Nayfach	96.71	1.35	40	Bacteroidales	order	0.664	Parabacteroides sp.	species	0.562	18535	3.25	22.37	263	68670	2628	39	0	0	0
C29	maxbin.002_sub	98.32	4) high quality Bowers	98.32	0	0	[Eubacterium] siraeum	species	0.906	[Eubacterium] siraeum V10Sc8a	strain	0.628	31023	2.82	54.83	153	204637	2479	33	3	5	2
C29	maxbin.004	93	3) high quality Nayfach	100	1.4	0	Treponema succinifaciens DSM 2489	strain	0.969	Treponema succinifaciens DSM 2489	strain	0.969	38214	2.49	41.45	111	114239	2306	42	0	0	1
C29	maxbin.006_sub	54.65	2) medium quality	74.6	3.99	65.22	Prevotellaceae	family	0.699	Prevotella sp. CAG:604	species	0.434	9061	3.19	32.37	531	59254	2605	33	5	5	2
C29	maxbin.012_sub	95.71	3) high quality Nayfach	95.71	0	0	Clostridium sp. CAG:413	species	0.978	Clostridium sp. CAG:413	species	0.978	34993	2.04	22.4	104	87946	1824	26	1	0	1
C29	unbinned	-34820.6	0) really bad	100	6984.12	2.88	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.347	1193	232.16	0	507076	97773	0	1943	58	65	97
C3	102	85.45	3) high quality Nayfach	94.6	1.83	42.86	Alistipes sp. CAG:514	species	0.793	Unclassified	Unclassified	0.535	111000	3.67	124.81	53	422222	2860	45	1	0	0
C3	114	67.49	2) medium quality	75.54	1.61	0	Life	life	0.662	Unclassified	Unclassified	0.176	5267	0.99	8.4	261	37201	744	11	0	0	0
C3	115	45.5	1) low quality	45.6	0.02	0	Life	life	0.661	Unclassified	Unclassified	0.335	2442	0.58	4.84	268	8936	479	14	0	0	0
C3	12	86.86	3) high quality Nayfach	95.46	1.72	80	Faecalibacterium prausnitzii SL3/3	strain	0.753	Faecalibacterium prausnitzii SL3/3	strain	0.753	22679	2.36	56.65	230	73282	2156	36	0	0	0
C3	17	74.03	2) medium quality	84.18	2.03	0	Verrucomicrobia	phylum	0.744	Verrucomicrobia bacterium CAG:312_58_20	species	0.387	4061	2.15	6.76	646	21959	1936	18	0	0	0
C3	20	96.5	3) high quality Nayfach	96.5	0	0	Clostridiales	order	0.67	Ruminococcaceae bacterium	species	0.237	92714	1.62	34.74	31	193779	1510	38	0	0	0
C3	27	67.66	2) medium quality	84.76	3.42	0	uncultured bacterium	species	0.685	uncultured bacterium	species	0.558	4629	1.62	8.03	453	19322	1421	20	0	0	0
C3	29	95.42	3) high quality Nayfach	99.07	0.73	0	Prevotella stercorea	species	0.688	Prevotella stercorea	species	0.688	65186	3.54	64.34	113	201567	3059	48	0	0	0
C3	30_sub	39.51	1) low quality	42.91	0.68	11.11	Enterobacteriaceae	family	0.857	Enterobacteriaceae	family	0.553	1697	1.8	4.02	1078	9903	2013	11	0	0	0
C3	31_sub	42.92	1) low quality	45.77	0.57	0	Sutterella	genus	0.915	Sutterella sp.	species	0.521	1752	0.78	4.36	461	4649	840	11	0	0	0
C3	34	57.83	2) medium quality	61.18	0.67	0	Life	life	0.668	Unclassified	Unclassified	0.287	4334	0.83	7.99	237	21452	644	21	1	0	0
C3	4_sub	-30.28	0) really bad	56.17	17.29	27.66	Alistipes	genus	0.7	Alistipes senegalensis	species	0.33	2879	3.27	6.06	1198	17066	2829	13	0	0	0
C3	42	83.11	2) medium quality	94.96	2.37	50	Desulfovibrio piger	species	0.98	Desulfovibrio piger	species	0.98	6423	2.34	7.5	466	26630	2091	41	0	0	0
C3	47_sub	58.85	2) medium quality	68.45	1.92	0	Phascolarctobacterium succinatutens CAG:287	strain	0.732	Phascolarctobacterium succinatutens CAG:287	strain	0.732	2274	1.44	5.08	681	28682	1551	14	0	0	0
C3	54_sub	89.81	2) medium quality	90.11	0.06	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.691	Unclassified	Unclassified	0.691	8286	1.83	8.22	304	28033	1740	22	0	0	0
C3	56	63.86	2) medium quality	64.36	0.1	0	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.361	2274	1.15	5.34	540	8862	1123	7	0	0	0
C3	57_sub	79.71	2) medium quality	87.26	1.51	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.899	Unclassified	Unclassified	0.899	4223	2	6.69	581	17183	1842	20	0	0	0
C3	62	55.87	2) medium quality	73.97	3.62	57.14	Erysipelotrichaceae bacterium	species	0.874	Erysipelotrichaceae bacterium	species	0.874	2055	1.36	6.76	692	9615	1237	11	0	0	0
C3	64	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	1	Ruminococcaceae bacterium	species	1	106513	2.19	29.98	35	233335	1961	40	0	0	1
C3	69	87.76	3) high quality Nayfach	96.56	1.76	0	Firmicutes bacterium CAG:534	species	0.996	Firmicutes bacterium CAG:534	species	0.996	32106	2.6	12.28	117	104527	2391	36	0	0	0
C3	70	73.14	2) medium quality	79.84	1.34	0	Ruminococcus sp. UBA4697	species	0.83	Ruminococcus sp. UBA4697	species	0.83	3041	1.57	7.07	591	16498	1305	8	0	0	0
C3	71	42.26	2) medium quality	55.71	2.69	0	uncultured Clostridiales bacterium	species	0.669	uncultured Clostridiales bacterium	species	0.552	2283	1.54	4.97	724	8079	1569	3	0	0	0
C3	73	62.39	2) medium quality	71.84	1.89	0	Clostridiales bacterium UBA4693	species	0.785	Clostridiales bacterium UBA4693	species	0.785	3874	1.5	6.66	464	14645	1448	12	0	0	0
C3	81	87.97	3) high quality Nayfach	91.47	0.7	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.678	Unclassified	Unclassified	0.678	145591	2.15	67.32	29	334045	2018	42	0	0	0
C3	82	62.18	2) medium quality	73.18	2.2	60	Life	life	0.662	Unclassified	Unclassified	0.283	2555	1.59	6.13	683	12785	1480	2	0	0	0
C3	90	88.42	2) medium quality	92.47	0.81	0	Christensenellaceae bacterium Phil1	species	0.963	Christensenellaceae bacterium Phil1	species	0.963	8088	1.97	9.69	343	27875	1877	15	0	0	0
C3	97	51.85	2) medium quality	57.8	1.19	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.704	Unclassified	Unclassified	0.704	2068	1.42	5.08	733	6948	1545	15	0	0	0
