Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
C13	38	91.96	3) high quality Nayfach	91.96	0	0	Clostridiales	order	0.682	Christensenellaceae bacterium Phil1	species	0.215	104944	1.65	86.59	27	205243	1555	38	0	0	0	TRUE	TRUE	TRUE	FALSE	21	12	7	0	0	0	0	0	1650033	1622714	1346290	977209	0	0	0	0	0	27	1650033	68236	6	11	0	o__Clostridiales (UID1120)	304	250	143	18	232	0	0	0	0
C13	46	-73.04	0) really bad	91.51	32.91	4.38	Firmicutes	phylum	0.787	Lachnospiraceae bacterium	species	0.458	4611	3.69	6.52	928	30084	3278	21	0	0	0	FALSE	FALSE	FALSE	FALSE	45	0	0	0	0	0	0	0	3686331	660948	0	0	0	0	0	0	0	928	3686331	2855	230	485	119.9	f__Lachnospiraceae (UID1286)	57	420	207	38	253	125	4	0	0
C13	47_sub	97.32	3) high quality Nayfach	97.32	0	0	uncultured Ruminococcus sp.	species	0.771	uncultured Ruminococcus sp.	species	0.771	30685	3.05	46.26	148	153849	2693	33	0	0	1	TRUE	TRUE	TRUE	FALSE	89	13	4	0	0	0	0	0	3049369	2752593	1102007	490931	0	0	0	0	0	148	3049369	19362	26	56	28.2	o__Clostridiales (UID1212)	172	263	149	5	258	0	0	0	0
C13	50_sub	26.47	1) low quality	35.82	1.87	16.67	Clostridiales	order	0.662	Unclassified	Unclassified	0.505	1893	1.3	5.64	698	9497	1147	4	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	1298033	0	0	0	0	0	0	0	0	698	1298033	1424	224	423	126.11	o__Clostridiales (UID1212)	172	263	149	145	112	6	0	0	0
C13	60	75.01	2) medium quality	80.71	1.14	0	Alphaproteobacteria	class	0.674	unclassified Alphaproteobacteria	no rank	0.16	12524	2.1	11.08	249	46541	2007	39	0	1	1	TRUE	TRUE	FALSE	FALSE	70	0	0	0	0	0	0	0	2103001	1277848	0	0	0	0	0	0	0	249	2103001	7672	51	104	71.8	o__Rhodospirillales (UID3754)	63	336	201	46	285	5	0	0	0
C13	61	78.35	2) medium quality	83.55	1.04	0	Life	life	0.662	Unclassified	Unclassified	0.211	4247	1.81	6.23	538	17705	1716	9	0	0	0	TRUE	TRUE	FALSE	FALSE	14	0	0	0	0	0	0	0	1809254	176369	0	0	0	0	0	0	0	538	1809254	2518	133	269	87.33	o__Clostridiales (UID1120)	304	247	141	38	205	4	0	0	0
C13	65	58.61	2) medium quality	62.21	0.72	0	Verrucomicrobia bacterium CAG:312_58_20	species	0.905	Verrucomicrobia bacterium CAG:312_58_20	species	0.905	2183	1.5	5.02	733	8266	1707	10	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1499960	0	0	0	0	0	0	0	0	733	1499960	1526	223	429	163.27	k__Bacteria (UID2982)	88	230	148	75	153	2	0	0	0
C13	72	47.57	2) medium quality	69.87	4.46	14.29	Candidatus Melainabacteria bacterium	species	0.822	Candidatus Melainabacteria bacterium	species	0.822	2803	1.3	6.3	538	15077	1166	13	0	0	0	TRUE	TRUE	FALSE	FALSE	3	0	0	0	0	0	0	0	1302971	39451	0	0	0	0	0	0	0	538	1302971	1760	147	294	60.63	k__Bacteria (UID1453)	901	171	117	41	123	7	0	0	0
C13	73	41.14	1) low quality	44.39	0.65	0	Life	life	0.668	Unclassified	Unclassified	0.465	1910	0.82	5.16	435	9782	728	3	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	818349	0	0	0	0	0	0	0	0	435	818349	1431	142	266	135.88	o__Clostridiales (UID1120)	304	250	143	126	120	4	0	0	0
C13	79	94.44	3) high quality Nayfach	97.39	0.59	0	Prevotella sp. CAG:520	species	0.974	Prevotella sp. CAG:520	species	0.974	39925	3.03	29.04	120	93080	2361	44	0	0	0	TRUE	TRUE	TRUE	FALSE	86	14	0	0	0	0	0	0	3032077	2835557	949676	0	0	0	0	0	0	120	3032077	21438	27	53	33.64	o__Bacteroidales (UID2716)	92	487	270	8	475	4	0	0	0
C13	81	82	2) medium quality	88.25	1.25	27.27	Prevotellaceae	family	0.669	Prevotellaceae bacterium	species	0.326	7800	2.17	7.78	409	48958	1684	20	0	0	0	TRUE	TRUE	FALSE	FALSE	49	0	0	0	0	0	0	0	2172354	803562	0	0	0	0	0	0	0	409	2172354	3836	81	179	64.49	o__Bacteroidales (UID2657)	160	492	269	58	423	11	0	0	0
C13	86_sub	92.4	2) medium quality	95.75	0.67	0	Eubacterium sp. CAG:251	species	0.829	Eubacterium sp. CAG:251	species	0.829	8577	1.68	9.56	292	46737	1492	23	0	0	1	TRUE	TRUE	FALSE	FALSE	43	0	0	0	0	0	0	0	1680210	707643	0	0	0	0	0	0	0	292	1680210	4410	58	128	46.07	o__Clostridiales (UID1212)	172	263	149	9	253	1	0	0	0
C13	92	88.33	2) medium quality	91.68	0.67	100	Ruminococcus	genus	0.719	uncultured Ruminococcus sp.	species	0.54	5693	2.66	8.06	613	24761	2601	18	0	0	0	TRUE	TRUE	FALSE	FALSE	36	0	0	0	0	0	0	0	2664428	522424	0	0	0	0	0	0	0	613	2664428	3369	146	299	64.55	o__Clostridiales (UID1212)	172	263	149	21	241	1	0	0	0
C13	95	87.69	2) medium quality	89.39	0.34	66.67	Porphyromonadaceae bacterium UBA7572	species	0.76	Unclassified	Unclassified	0.54	6098	2.6	7.89	570	21732	2025	28	0	0	0	TRUE	TRUE	FALSE	FALSE	42	0	0	0	0	0	0	0	2600590	522553	0	0	0	0	0	0	0	570	2600590	3566	144	281	50.37	o__Bacteroidales (UID2617)	213	406	265	47	356	3	0	0	0
C13	bin.19_sub	81.9	3) high quality Nayfach	90.3	1.68	20	uncultured Clostridiales bacterium	species	0.791	uncultured Clostridiales bacterium	species	0.791	14772	1.49	21.14	142	64917	1379	21	0	0	0	TRUE	TRUE	TRUE	FALSE	54	2	0	0	0	0	0	0	1488002	1010969	115919	0	0	0	0	0	0	142	1488002	8521	32	66	236.56	o__Clostridiales (UID1212)	172	263	149	35	225	2	1	0	0
C13	bin.26_sub	92.52	3) high quality Nayfach	98.27	1.15	25	Bacteroidales	order	0.697	Parabacteroides sp.	species	0.579	44372	3.27	27.8	103	169384	2640	48	0	0	0	TRUE	TRUE	TRUE	FALSE	78	17	6	0	0	0	0	0	3274285	3126725	1431058	742652	0	0	0	0	0	103	3274285	26208	22	45	7.33	o__Bacteroidales (UID2621)	198	427	260	5	420	1	1	0	0
C13	bin.38	66.8	2) medium quality	66.9	0.02	0	Clostridiales bacterium	species	1	Clostridiales bacterium	species	1	29638	0.8	16.5	38	62150	738	36	0	1	1	TRUE	TRUE	FALSE	FALSE	27	2	0	0	0	0	0	0	802711	724523	114272	0	0	0	0	0	0	38	802711	16815	10	18	21.18	o__Clostridiales (UID1212)	172	263	149	67	195	1	0	0	0
C13	bin.44	92.88	3) high quality Nayfach	92.88	0	0	Sutterella	genus	0.715	Sutterella sp.	species	0.432	12614	1.82	8.83	191	38751	1636	38	0	0	0	TRUE	TRUE	TRUE	FALSE	64	0	0	0	0	0	0	0	1817338	1119683	0	0	0	0	0	0	0	191	1817338	7103	46	94	52.49	p__Proteobacteria (UID3887)	1487	256	160	15	241	0	0	0	0
C13	bin.45	78.72	3) high quality Nayfach	93.92	3.04	0	Lentisphaeria bacterium	species	0.785	Lentisphaeria bacterium	species	0.785	50390	4.07	23.11	125	172280	3184	47	0	0	0	TRUE	TRUE	TRUE	FALSE	95	24	7	0	0	0	0	0	4067922	3887695	2067995	853329	0	0	0	0	0	125	4067922	27879	24	51	27.04	k__Bacteria (UID2982)	88	230	148	10	215	5	0	0	0
C13	bin.53	49.1	2) medium quality	63.3	2.84	0	Lentisphaeria bacterium	species	0.967	Lentisphaeria bacterium	species	0.967	5570	3.12	6.53	614	25056	2666	24	0	0	0	TRUE	TRUE	FALSE	FALSE	38	0	0	0	0	0	0	0	3122635	474999	0	0	0	0	0	0	0	614	3122635	3794	190	360	119.64	k__Bacteria (UID2982)	88	230	148	77	148	5	0	0	0
C13	bin.54	86.42	2) medium quality	89.77	0.67	0	Clostridiales	order	0.663	Ruminococcaceae bacterium	species	0.189	12512	2.09	8.19	216	40579	1846	37	0	0	1	TRUE	TRUE	FALSE	FALSE	75	0	0	0	0	0	0	0	2090525	1301214	0	0	0	0	0	0	0	216	2090525	7496	53	106	86.58	o__Clostridiales (UID1212)	172	263	149	32	230	1	0	0	0
C13	bin.56	92.94	3) high quality Nayfach	97.99	1.01	0	Eubacterium sp. CAG:202	species	0.846	Eubacterium sp. CAG:202	species	0.846	55225	2.11	30.54	66	233735	1946	37	0	0	3	TRUE	TRUE	TRUE	FALSE	46	14	4	0	0	0	0	0	2114202	2004622	1178310	566669	0	0	0	0	0	66	2114202	30782	12	25	32.16	o__Clostridiales (UID1212)	172	263	149	3	257	3	0	0	0
C13	maxbin.011	83.76	2) medium quality	85.46	0.34	0	Clostridiales bacterium	species	0.687	Clostridiales bacterium	species	0.687	100485	1.82	43.69	43	197056	1491	44	1	1	1	TRUE	TRUE	FALSE	FALSE	24	13	6	0	0	0	0	0	1823542	1760452	1467522	931500	0	0	0	0	0	43	1823542	64383	6	12	66.35	o__Clostridiales (UID1212)	172	263	149	26	236	1	0	0	0
C13	maxbin.017_sub	82.14	3) high quality Nayfach	92.64	2.1	0	Clostridiales bacterium	species	0.989	Clostridiales bacterium	species	0.989	24834	1.45	26.16	120	97193	1273	33	0	0	0	TRUE	TRUE	TRUE	FALSE	45	2	0	0	0	0	0	0	1445380	1138731	165511	0	0	0	0	0	0	120	1445380	12253	19	41	380.52	o__Clostridiales (UID1120)	304	250	143	16	231	3	0	0	0
C13	maxbin.020	86.89	2) medium quality	86.89	0	0	Ruminococcaceae	family	0.693	Ruminococcaceae bacterium	species	0.54	30782	2.33	22.79	157	106738	2005	28	1	0	2	TRUE	TRUE	FALSE	FALSE	75	7	1	0	0	0	0	0	2326106	1973455	511593	106738	0	0	0	0	0	157	2326106	13120	24	56	28.8	o__Clostridiales (UID1212)	172	263	149	26	237	0	0	0	0
C13	unbinned	-44751.5	0) really bad	100	8970.3	2.85	Bacteria	superkingdom	0.66	Unclassified	Unclassified	0.334	1497	291.87	0	596817	243955	0	2681	64	84	131	FALSE	FALSE	FALSE	FALSE	887	36	5	0	0	0	0	0	291865954	17623325	2603357	759542	0	0	0	0	0	123063	157760886	807	22723	59739	93.76	root (UID1)	5656	56	24	0	0	0	0	0	56
C14	15	96.21	3) high quality Nayfach	96.21	0	0	Enterocloster clostridioformis	species	0.775	Enterocloster clostridioformis	species	0.775	16060	5.53	13.92	485	79664	4942	41	0	0	0	TRUE	TRUE	TRUE	FALSE	196	3	0	0	0	0	0	0	5534954	3868276	192018	0	0	0	0	0	0	485	5534954	8753	111	227	16.71	o__Clostridiales (UID1342)	32	340	177	8	332	0	0	0	0
C14	3	68.44	2) medium quality	81.99	2.71	0	Mailhella massiliensis	species	0.944	Mailhella massiliensis	species	0.944	4136	2.35	5.86	679	22323	2190	32	0	0	0	TRUE	TRUE	FALSE	FALSE	20	0	0	0	0	0	0	0	2348711	264524	0	0	0	0	0	0	0	679	2348711	2606	169	349	126.45	c__Deltaproteobacteria (UID3218)	61	284	169	59	219	6	0	0	0
C14	31	83.82	2) medium quality	87.42	0.72	100	Fusobacterium mortiferum	species	0.946	Fusobacterium mortiferum	species	0.946	7104	1.84	12.74	296	30300	1655	19	0	0	0	TRUE	TRUE	FALSE	FALSE	43	0	0	0	0	0	0	0	1835929	592958	0	0	0	0	0	0	0	296	1835929	4691	83	162	38.67	k__Bacteria (UID2329)	174	149	89	15	132	2	0	0	0
C14	32	93.81	2) medium quality	96.81	0.6	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.699	Unclassified	Unclassified	0.699	9117	1.64	14.41	258	23063	1528	28	0	0	0	TRUE	TRUE	FALSE	FALSE	47	0	0	0	0	0	0	0	1635438	676521	0	0	0	0	0	0	0	258	1635438	5239	62	122	18.34	o__Selenomonadales (UID1024)	64	334	167	7	326	1	0	0	0
C14	40	30.38	1) low quality	42.23	2.37	0	Bilophila	genus	0.726	Bilophila sp. 4_1_30	species	0.19	1721	1.7	4.58	994	7292	1689	21	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	1701368	0	0	0	0	0	0	0	0	994	1701368	1306	340	623	177.5	c__Deltaproteobacteria (UID3218)	61	284	169	157	121	6	0	0	0
C14	47	58.58	2) medium quality	63.93	1.07	75	Veillonella parvula	species	0.809	Veillonella parvula	species	0.809	2020	1.12	7.77	578	11496	892	1	0	0	0	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	1122378	21793	0	0	0	0	0	0	0	578	1122378	1419	177	344	36.53	o__Selenomonadales (UID1024)	64	334	167	113	217	4	0	0	0
C14	57_sub	96.28	3) high quality Nayfach	99.38	0.62	0	Sutterella	genus	0.801	Sutterella sp. 63_29	species	0.556	16712	2.68	10.91	287	187620	2411	42	0	0	1	TRUE	TRUE	TRUE	FALSE	74	5	1	0	0	0	0	0	2677818	1760078	457189	187620	0	0	0	0	0	287	2677818	6948	41	104	78.05	p__Proteobacteria (UID3887)	1487	256	161	1	254	1	0	0	0
C14	maxbin.001	97.28	3) high quality Nayfach	97.28	0	0	Faecalibacterium prausnitzii SL3/3	strain	0.95	Faecalibacterium prausnitzii SL3/3	strain	0.95	163104	2.8	317.39	58	296861	2541	55	0	0	0	TRUE	TRUE	TRUE	FALSE	23	17	13	2	0	0	0	0	2798620	2677887	2557991	2252028	584152	0	0	0	0	58	2798620	101947	7	12	10.72	o__Clostridiales (UID1212)	172	261	147	5	256	0	0	0	0
C14	maxbin.002	87.01	3) high quality Nayfach	99.06	2.41	5.41	Escherichia coli	species	0.886	Escherichia coli	species	0.886	92422	5.78	218.72	134	661520	5583	76	1	0	2	TRUE	TRUE	TRUE	FALSE	81	40	13	2	1	0	0	0	5780297	5563068	4566074	2623606	1072345	661520	0	0	0	134	5780297	54917	16	36	19.03	f__Enterobacteriaceae (UID5124)	134	1173	336	9	1141	22	0	0	1
C14	maxbin.003	67.98	2) medium quality	80.33	2.47	16.67	Phocaeicola vulgatus	species	0.772	Phocaeicola vulgatus	species	0.772	37326	3.97	131.33	220	146348	3227	39	1	3	0	TRUE	TRUE	FALSE	FALSE	104	18	4	0	0	0	0	0	3971463	3491664	1415092	471435	0	0	0	0	0	220	3971463	19483	32	68	55.4	o__Bacteroidales (UID2654)	163	486	266	88	386	12	0	0	0
C14	maxbin.005	84.53	3) high quality Nayfach	93.78	1.85	7.14	Parabacteroides distasonis ATCC 8503	strain	0.769	Parabacteroides distasonis ATCC 8503	strain	0.769	100839	4.66	72.04	100	271100	3860	47	0	2	1	TRUE	TRUE	TRUE	FALSE	68	34	16	1	0	0	0	0	4657341	4519997	3654060	2329083	271100	0	0	0	0	100	4657341	59320	16	32	9.88	o__Bacteroidales (UID2621)	198	427	260	21	397	8	0	1	0
C14	unbinned	-6393.65	0) really bad	100	1298.73	10.69	Bacteria	superkingdom	0.667	Bacteroides ovatus	species	0.085	4757	84.45	19.04	99265	206230	0	574	14	15	24	FALSE	FALSE	FALSE	FALSE	907	60	12	0	0	0	0	0	84445594	20976988	4637982	1467334	0	0	0	0	0	27922	64059694	1591	2576	8602	75.27	root (UID1)	5656	56	24	0	0	0	0	1	55
C15	0_sub	78.36	3) high quality Nayfach	97.06	3.74	28.12	Prevotella stercorea	species	0.724	Prevotella stercorea	species	0.724	30070	2.99	30.26	156	99886	2476	42	0	0	1	TRUE	TRUE	TRUE	FALSE	98	9	0	0	0	0	0	0	2985156	2648106	626277	0	0	0	0	0	0	156	2985156	16599	33	66	19.43	o__Bacteroidales (UID2716)	92	487	270	17	438	32	0	0	0
C15	100	65.48	2) medium quality	69.13	0.73	33.33	Bacteria	superkingdom	0.682	Unclassified	Unclassified	0.169	3618	1.57	5.82	528	19704	1392	19	0	0	0	TRUE	TRUE	FALSE	FALSE	7	0	0	0	0	0	0	0	1566221	95930	0	0	0	0	0	0	0	528	1566221	2260	137	274	118.76	o__Clostridiales (UID1212)	172	263	149	77	183	3	0	0	0
C15	101	81.23	2) medium quality	81.38	0.03	0	Bacteria	superkingdom	0.676	Unclassified	Unclassified	0.538	5716	2.03	7.22	468	30395	1583	30	0	0	2	TRUE	TRUE	FALSE	FALSE	35	0	0	0	0	0	0	0	2031821	527944	0	0	0	0	0	0	0	468	2031821	3365	100	217	93.86	c__Clostridia (UID1118)	387	223	124	33	189	1	0	0	0
C15	102	93.76	3) high quality Nayfach	93.76	0	0	Prevotellaceae bacterium	species	0.996	Prevotellaceae bacterium	species	0.996	17584	2.6	16.26	217	66354	1981	38	0	0	0	TRUE	TRUE	TRUE	FALSE	97	1	0	0	0	0	0	0	2601409	1948828	66354	0	0	0	0	0	0	217	2601409	9964	49	98	41.52	o__Bacteroidales (UID2657)	160	492	269	31	461	0	0	0	0
C15	11	79.75	2) medium quality	79.75	0	0	Clostridia	class	0.667	Unclassified	Unclassified	0.253	10278	1.53	12.82	219	41033	1379	35	0	0	2	TRUE	TRUE	FALSE	FALSE	42	0	0	0	0	0	0	0	1526465	791284	0	0	0	0	0	0	0	219	1526465	5992	40	89	39.57	o__Clostridiales (UID1212)	172	263	149	41	222	0	0	0	0
C15	13	82.26	2) medium quality	83.96	0.34	0	Firmicutes	phylum	0.911	Ruminococcaceae bacterium	species	0.513	3276	1.49	6.98	529	17311	1238	11	0	0	1	TRUE	TRUE	FALSE	FALSE	6	0	0	0	0	0	0	0	1492577	78855	0	0	0	0	0	0	0	529	1492577	2103	139	283	67	o__Clostridiales (UID1212)	172	263	149	38	223	2	0	0	0
C15	32_sub	96.66	3) high quality Nayfach	97.71	0.21	0	Sutterella	genus	0.902	Sutterella sp.	species	0.54	15399	2.28	9.68	241	44698	2176	41	0	0	0	TRUE	TRUE	TRUE	FALSE	82	0	0	0	0	0	0	0	2283538	1551790	0	0	0	0	0	0	0	241	2283538	7905	50	101	51.24	p__Proteobacteria (UID3887)	1487	256	160	5	247	4	0	0	0
C15	39	50.03	2) medium quality	58.48	1.69	20	Clostridiales	order	0.676	Unclassified	Unclassified	0.452	2541	1.71	6.16	746	12052	1420	9	0	0	0	TRUE	TRUE	FALSE	FALSE	3	0	0	0	0	0	0	0	1710439	32456	0	0	0	0	0	0	0	746	1710439	1676	208	415	130.08	c__Clostridia (UID1118)	387	223	124	78	140	5	0	0	0
C15	43	67.56	2) medium quality	75.81	1.65	0	Clostridiales bacterium UBA643	species	0.886	Clostridiales bacterium UBA643	species	0.886	3759	1.47	5.63	463	14450	1328	17	0	0	0	TRUE	TRUE	FALSE	FALSE	9	0	0	0	0	0	0	0	1468904	114690	0	0	0	0	0	0	0	463	1468904	2392	121	246	121.25	o__Clostridiales (UID1120)	304	247	141	54	190	3	0	0	0
C15	46	95.58	3) high quality Nayfach	99.33	0.75	50	Butyrivibrio	genus	0.856	Butyrivibrio crossotus	species	0.615	28471	2.51	18.37	147	94941	2457	22	0	0	0	TRUE	TRUE	TRUE	FALSE	71	8	0	0	0	0	0	0	2512565	2109057	612513	0	0	0	0	0	0	147	2512565	16457	25	53	37.29	o__Clostridiales (UID1212)	172	263	149	1	258	4	0	0	0
C15	48	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.858	Succinatimonas sp. UBA2849	species	0.456	95307	2.78	133.38	61	358620	2508	67	0	0	0	TRUE	TRUE	TRUE	FALSE	37	17	7	2	0	0	0	0	2781721	2682895	2098554	1310626	611484	0	0	0	0	61	2781721	67781	8	17	23.01	c__Gammaproteobacteria (UID4201)	1164	271	170	2	268	1	0	0	0
C15	54	90.96	3) high quality Nayfach	97.11	1.23	33.33	Ruminococcaceae bacterium	species	0.899	Ruminococcaceae bacterium	species	0.899	21236	2.12	11.51	140	62819	1937	36	0	0	1	TRUE	TRUE	TRUE	FALSE	78	5	0	0	0	0	0	0	2120611	1795787	282838	0	0	0	0	0	0	140	2120611	13405	29	61	19.15	o__Clostridiales (UID1212)	172	263	149	7	253	3	0	0	0
C15	61	83.84	2) medium quality	85.74	0.38	0	Bacteroidales	order	0.98	Bacteroidales bacterium H8	species	0.635	6738	2.13	7.15	404	22686	1759	25	0	0	0	TRUE	TRUE	FALSE	FALSE	37	0	0	0	0	0	0	0	2132172	529490	0	0	0	0	0	0	0	404	2132172	4448	103	200	77.85	o__Bacteroidales (UID2617)	213	406	265	62	343	1	0	0	0
C15	62	94.63	2) medium quality	94.63	0	0	Ruminococcus	genus	0.672	uncultured Ruminococcus sp.	species	0.465	7949	2.55	10.17	434	35059	2308	21	0	0	1	TRUE	TRUE	FALSE	FALSE	65	0	0	0	0	0	0	0	2549754	997849	0	0	0	0	0	0	0	434	2549754	4550	97	204	28.32	o__Clostridiales (UID1212)	172	263	149	12	251	0	0	0	0
C15	64	88.42	2) medium quality	96.02	1.52	0	Firmicutes	phylum	0.664	uncultured Anaerovibrio sp.	species	0.203	8306	1.95	7.96	339	29708	1784	33	0	0	1	TRUE	TRUE	FALSE	FALSE	52	0	0	0	0	0	0	0	1949649	768355	0	0	0	0	0	0	0	339	1949649	4699	75	154	51.39	p__Firmicutes (UID1022)	100	295	158	12	278	5	0	0	0
C15	77	75.45	2) medium quality	83	1.51	66.67	Oscillibacter sp.	species	0.813	Oscillibacter sp.	species	0.813	6113	1.75	15.84	376	43011	1592	17	0	0	0	TRUE	TRUE	FALSE	FALSE	28	0	0	0	0	0	0	0	1746728	454856	0	0	0	0	0	0	0	376	1746728	3566	84	176	211.25	o__Clostridiales (UID1212)	172	263	149	43	217	3	0	0	0
C15	84	77.55	3) high quality Nayfach	94.6	3.41	55.56	Alistipes sp. CAG:514	species	0.784	Unclassified	Unclassified	0.459	106787	3.46	21.72	66	314140	2673	45	0	0	0	TRUE	TRUE	TRUE	FALSE	49	23	12	1	0	0	0	0	3455821	3376507	2630190	1868043	314140	0	0	0	0	66	3455821	51476	11	23	47.17	p__Bacteroidetes (UID2605)	350	316	210	13	294	9	0	0	0
C15	85	90.2	3) high quality Nayfach	94.85	0.93	50	Prevotella sp.	species	0.866	Prevotella sp.	species	0.866	13034	2.44	9.56	270	81176	1910	23	0	0	0	TRUE	TRUE	TRUE	FALSE	87	1	0	0	0	0	0	0	2436513	1597315	81176	0	0	0	0	0	0	270	2436513	7678	55	114	33.49	g__Prevotella (UID2722)	64	532	281	21	507	4	0	0	0
C15	90	32.63	1) low quality	34.48	0.37	50	Enterobacteriaceae	family	0.794	Escherichia coli	species	0.474	1569	1.31	4.35	842	4924	1424	9	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	1311964	0	0	0	0	0	0	0	0	842	1311964	1240	308	545	193.6	f__Enterobacteriaceae (UID5124)	134	1173	336	723	444	6	0	0	0
C15	95	7.3	1) low quality	8.6	0.26	20	Haemophilus	genus	0.673	Haemophilus parainfluenzae T3T1	strain	0.335	1328	0.14	4.34	102	5121	143	0	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	139531	0	0	0	0	0	0	0	0	102	139531	1138	41	70	210.71	f__Pasteurellaceae (UID4932)	83	767	440	665	97	5	0	0	0
C15	bin.12	88.2	3) high quality Nayfach	91.7	0.7	0	Clostridiales bacterium	species	1	Clostridiales bacterium	species	1	46898	1.54	16.34	54	87406	1406	46	0	0	0	TRUE	TRUE	TRUE	FALSE	39	11	0	0	0	0	0	0	1538948	1442593	730523	0	0	0	0	0	0	54	1538948	28964	12	23	10.4	o__Clostridiales (UID1120)	304	250	143	18	231	1	0	0	0
C15	bin.39	93.5	3) high quality Nayfach	94.15	0.13	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.841	Unclassified	Unclassified	0.841	30092	2.91	28.99	135	134312	2342	44	0	0	1	TRUE	TRUE	TRUE	FALSE	88	10	2	0	0	0	0	0	2905613	2614361	756480	246982	0	0	0	0	0	135	2905613	19701	29	58	12.05	o__Bacteroidales (UID2617)	213	406	265	17	388	1	0	0	0
C15	bin.6	95.01	3) high quality Nayfach	98.76	0.75	0	Sutterella	genus	0.863	Sutterella sp. 63_29	species	0.438	13008	2.07	8.99	211	115944	1818	46	0	0	0	TRUE	TRUE	TRUE	FALSE	60	3	1	0	0	0	0	0	2074616	1278750	265399	115944	0	0	0	0	0	211	2074616	7046	40	93	47.04	p__Proteobacteria (UID3887)	1487	256	161	3	251	2	0	0	0
C15	maxbin.005_sub	7.62	1) low quality	7.62	0	0	Bacteria	superkingdom	0.674	Faecalibacterium prausnitzii	species	0.166	3347	0.74	60.02	258	46793	777	10	0	6	1	TRUE	FALSE	FALSE	FALSE	9	0	0	0	0	0	0	0	738206	190817	0	0	0	0	0	0	0	258	738206	1897	47	123	123.27	o__Clostridiales (UID1212)	172	261	147	207	54	0	0	0	0
C15	maxbin.007	72.04	3) high quality Nayfach	94.24	4.44	12	Prevotella sp. Marseille-P4119	species	0.73	Prevotella sp. Marseille-P4119	species	0.73	35976	3.05	42.05	162	85109	2360	38	0	3	1	TRUE	TRUE	TRUE	FALSE	93	13	0	0	0	0	0	0	3047894	2742509	838650	0	0	0	0	0	0	162	3047894	17538	30	59	15.09	o__Bacteroidales (UID2716)	92	487	270	29	441	13	4	0	0
C15	maxbin.013	77.86	2) medium quality	78.11	0.05	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.705	Unclassified	Unclassified	0.705	82946	1.84	19.33	37	223806	1723	43	0	0	0	TRUE	TRUE	FALSE	FALSE	29	13	4	0	0	0	0	0	1837395	1805633	1428020	756374	0	0	0	0	0	37	1837395	55682	6	13	34.29	o__Rhodospirillales (UID3754)	63	336	201	52	283	1	0	0	0
C15	maxbin.016_sub	-28.81	0) really bad	38.09	13.38	48.84	Prevotella	genus	0.676	Prevotella sp. AM23-5	species	0.304	6503	2.42	16.8	557	43314	1920	16	0	2	3	FALSE	FALSE	FALSE	FALSE	52	0	0	0	0	0	0	0	2424142	819479	0	0	0	0	0	0	0	557	2424142	3321	102	235	23.1	f__Lachnospiraceae (UID1286)	57	420	207	236	138	35	5	6	0
C15	unbinned	-34130.7	0) really bad	100	6846.14	4.15	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.266	1292	252.89	0	527493	153800	0	2068	55	65	112	FALSE	FALSE	FALSE	FALSE	792	22	3	0	0	0	0	0	252890134	15222773	1564553	402941	0	0	0	0	0	113369	135438083	765	22986	57881	108.83	root (UID1)	5656	56	24	0	0	0	0	0	56
